Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Cognixion,https://www.crunchbase.com/organization/cognixion,"Artificial Intelligence, Augmented Reality, Biotechnology, Neuroscience, Software","Santa Barbara, California, United States","Neurotech A.I. company based in Toronto, Canada and Santa Barbara, California.",, +1 833-264-6496,https://www.cognixion.com/,For Profit,1,Seed,"$1,000,000",2018-02-07,Seed,"$1,000,000","Artificial Intelligence, Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software",Private
NemaMetrix,https://www.crunchbase.com/organization/nemametrix,"Biotechnology, Life Science, Therapeutics","Eugene, Oregon, United States",NemaMetrix Is a research and drug discovery platform.,support@nemametrix.com,1(844)663-8749,http://nemametrix.com/,For Profit,3,Seed,"$600,000",2017-03-22,Seed,"$1,650,000","Biotechnology, Health Care, Science and Engineering",Private
Carbiotix AB,https://www.crunchbase.com/organization/carbiotix-ab,"Biotechnology, Health Care, Personal Health","Lund, Skane Lan, Sweden","Carbiotix is a biotechnology company focused on simple, affordable and effective gut health solutions and microbiome therapeutics.",,,https://carbiotix.com/,For Profit,3,Seed,"€450,000",2018-06-01,Seed,"€750,000","Biotechnology, Health Care, Science and Engineering",Private
Allergy Amulet,https://www.crunchbase.com/organization/allergy-amulet,"Biotechnology, Health Care","Madison, Wisconsin, United States","The Allergy Amulet is a rapid, portable, point-of-consumption food allergen and ingredient detection device.",,,http://www.allergyamulet.com,For Profit,2,Seed,"$1,100,000",2016-10-07,Seed,"$1,225,000","Biotechnology, Health Care, Science and Engineering",Private
MicroSynbiotiX,https://www.crunchbase.com/organization/microsynbiotix,"Aquaculture, Biotechnology, Therapeutics","Cork, Cork, Ireland",MicroSynbiotiX is engaged in the development of a technology solution that eliminates the excessive use of antibiotics in farmed fish.,info@microsynbiotix.com,+353892249178,https://www.microsynbiotix.com,For Profit,5,Seed,"€1,000,000",2017-09-05,Seed,"$1,622,427","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Private
Nucleix,https://www.crunchbase.com/organization/nucleix,"Biotechnology, Health Care, Information Technology","Tel Aviv, Tel Aviv, Israel","Nucleix develops, manufactures, and markets innovative non-invasive molecular cancer diagnostic tests.",info@nucleix.com,+97289161616,http://nucleix.com,For Profit,2,Seed,"$3,000,000",2016-05-24,Seed,"$3,059,211","Biotechnology, Health Care, Information Technology, Science and Engineering",Private
TILT Biotherapeutics,https://www.crunchbase.com/organization/tilt-biotherapeutics,Biotechnology,"Helsinki, Southern Finland, Finland",TILT Biotherapeutics Ltd is the leading company globally working in the area of enabling tumor.,,,http://tiltbio.com/,For Profit,1,Seed,"€10,000,000",2016-12-14,Seed,"€10,000,000","Biotechnology, Science and Engineering",Private
SpyBiotech,https://www.crunchbase.com/organization/spybiotech,"Biotechnology, Life Science, Medical","Oxford, Oxfordshire, United Kingdom",SpyBiotech has developed a way to bond antigens to viruses and other particles to make vaccines,contact@spybiotech.com,+4401865582088,http://spybiotech.com,For Profit,1,Seed,"£4,000,000",2017-03-30,Seed,"£4,000,000","Biotechnology, Health Care, Science and Engineering",Private
Sixfold Bioscience,https://www.crunchbase.com/organization/sixfold-bioscience,"Biotechnology, Nanotechnology, Therapeutics","London, England, United Kingdom",Delivering cures with hyper-precise nanoparticles. ,info@sixfold.bio,,https://www.sixfold.bio/,For Profit,2,Seed,,2018-04-14,Seed,"$120,000","Biotechnology, Health Care, Science and Engineering",Private
Zephyrus Biosciences,https://www.crunchbase.com/organization/zephyrus-biosciences,"Biotechnology, Hardware, Health Care","Berkeley, California, United States",Zephyrus Biosciences provides research tools to enable protein analysis at the single cell level.,info@zephyrusbio.com,(184) 493-7497,http://www.zephyrusbio.com,For Profit,3,M&A,"$1,500,000",2014-09-10,Seed,"$1,860,000","Biotechnology, Hardware, Health Care, Science and Engineering",Private
Agribody Technologies,https://www.crunchbase.com/organization/agribody-technologies,"Biotechnology, Genetics, Intellectual Property","San Diego, California, United States",Emerging ag biotech company licensing & co-developing IP covering a key genetic switch with broad applications to improve crop yields.,jerry@agribodytech.com,(858)349-3603,http://www.agribodytech.com,For Profit,1,Seed,"$900,000",2017-12-25,Seed,"$900,000","Biotechnology, Health Care, Professional Services, Science and Engineering",Private
20n,https://www.crunchbase.com/organization/20n,Biotechnology,"San Francisco, California, United States",A computational synthetic biology company.,info@20n.com,2023558862,http://20n.com/,For Profit,2,Seed,"$2,100,000",2015-05-01,Seed,"$2,220,000","Biotechnology, Science and Engineering",Private
OneSkin Technology,https://www.crunchbase.com/organization/oneskin,"Biotechnology, Cosmetics, Test and Measurement","San Francisco, California, United States","Animal-free, data-driven, faster and precise discovery of anti-aging molecules for skin care.",information@oneskintech.com,1(141)591-08517,https://www.oneskintechnologies.com/,For Profit,2,Seed,"$626,594",2017-05-21,Seed,"$626,594","Biotechnology, Consumer Goods, Data and Analytics, Science and Engineering",Private
RondinX,https://www.crunchbase.com/organization/rondinx,"Bioinformatics, Biotechnology, Pharmaceutical","Tel Aviv, Tel Aviv, Israel",RondinX builds a drug discovery platform that develops solutions in the microbiome therapeutic and companion diagnostic spaces.,,,http://www.rondinx.com,For Profit,1,M&A,"$2,500,000",2016-03-01,Seed,"$2,500,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Roslin Technologies,https://www.crunchbase.com/organization/roslin-technologies,"Agriculture, Bioinformatics, Biopharma, Biotechnology, Genetics, Veterinary","Edinburgh, Edinburgh, City of, United Kingdom",A UK-based agriculture biotechnology company,info@roslintech.co.uk,+441314663642,http://roslintech.co.uk/,For Profit,1,Seed,"$12,500,000",2017-04-04,Seed,"$12,500,000","Agriculture and Farming, Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
LabFellows,https://www.crunchbase.com/organization/lab-fellows,"Biotechnology, Life Science, Logistics, Procurement, Software","San Diego, California, United States",LabFellows is the integrated lab management platform.,request@labfellows.com,(619)333-0916,http://labfellows.com/,For Profit,4,Seed,,2017-05-01,Seed,"$350,000","Biotechnology, Science and Engineering, Software, Transportation",Private
Octave Bioscience,https://www.crunchbase.com/organization/octave-bioscience,Biotechnology,"Menlo Park, California, United States",Octave Bioscience an early stage molecular diagnostics company focused on neurodegenerative diseases and conditions.,,650-233-2750,,,1,Seed,"$2,500,000",2017-09-13,Seed,"$2,500,000","Biotechnology, Science and Engineering",Private
CoreBiome,https://www.crunchbase.com/organization/corebiome,Biotechnology,"Saint Paul, Minnesota, United States","Provides fast, accurate genomic profiles of microbial communities to customers in pharmaceutical, agriculture, and academic research.",inquiries@corebiome.com,(510)900-9015,https://www.corebiome.com,For Profit,1,Seed,"$800,000",2017-07-10,Seed,"$800,000","Biotechnology, Science and Engineering",Private
Demetrix,https://www.crunchbase.com/organization/demetrix,Biotechnology,"Emeryville, California, United States",Manufactures natural medicines using synthesis biology .,leodespaux@gmail.com,510-990-0311,https://demetrixbio.com,,1,Seed,"$4,000,000",2017-09-05,Seed,"$4,000,000","Biotechnology, Science and Engineering",Private
BeeFlow,https://www.crunchbase.com/organization/beeflow,"Agriculture, Biotechnology, Natural Resources, Sustainability","San Francisco, California, United States",BeeFlow develops smart and strong bees for crop pollination. ,matias@beeflow.co,+1 628 202 6711,http://www.beeflow.co,For Profit,2,Seed,"$250,000",2017-12-19,Seed,"$450,000","Agriculture and Farming, Biotechnology, Natural Resources, Science and Engineering, Sustainability",Private
Keen Eye Technologies,https://www.crunchbase.com/organization/keen-eye-technologies,"Analytics, Biotechnology, Medical Device","Paris, Ile-de-France, France",Keen Eye brings you a complete framework to analyze and review your whole slide images everywhere,,,http://www.keeneye.tech/,For Profit,1,Seed,"€1,500,000",2016-12-12,Seed,"€1,500,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Insitome,https://www.crunchbase.com/organization/insitome,"Biotechnology, Genetics, Mobile Apps","Austin, Texas, United States",Insitome uncovers your personal genomic story.,info@insito.me,,http://www.insito.me,For Profit,1,Seed,"$3,000,000",2017-03-13,Seed,"$3,000,000","Apps, Biotechnology, Health Care, Mobile, Science and Engineering, Software",Private
Repairogen,https://www.crunchbase.com/organization/repairogen,"Beauty, Biotechnology, Cosmetic Surgery, Cosmetics","New York, New York, United States","Repairogen employs proprietary DNA-repair technologies to create advanced, scientifically-proven skincare products. ",info@repairogen.com,(240) 988 2558,http://www.repairogen.com,For Profit,2,Seed,"$1,000,000",2017-09-16,Seed,"$1,460,000","Biotechnology, Consumer Goods, Health Care, Science and Engineering",Private
Biospatial,https://www.crunchbase.com/organization/biospatial,"Biotechnology, Health Care, Information Services, Software","Durham, North Carolina, United States",A company building a national collaborative to provide early warning of health events and trends.,,,http://www.biospatial.io,,1,Seed,"$1,114,780",2018-06-18,Seed,"$1,114,780","Biotechnology, Health Care, Information Technology, Science and Engineering, Software",Private
MedCity News,https://www.crunchbase.com/organization/medcity-news,"Biotechnology, Health Care, News","Cleveland, Ohio, United States","MedCity News provides breaking news and analysis on healthcare-related startups, personalities, policies, and important deals.",info@medcitynews.com,(216) 453-2662,http://www.medcitynews.com,For Profit,3,Seed,"$250,000",2012-08-31,Seed,"$560,000","Biotechnology, Content and Publishing, Health Care, Media and Entertainment, Science and Engineering",Private
Nivien Therapeutics,https://www.crunchbase.com/organization/nivien-therapeutics,"Biotechnology, Health Care, Pharmaceutical","San Francisco, California, United States",Nivien Therapeutics is developing the first small molecule drugs to enhance both chemo and immunotherapies. ,nathaniel@generalbiotechnologies.com,,http://www.nivientherapeutics.com,For Profit,1,Seed,"$600,000",2017-12-01,Seed,"$600,000","Biotechnology, Health Care, Science and Engineering",Private
Origene Seeds,https://www.crunchbase.com/organization/origene-seeds-ltd,"Biotechnology, Chemical, Marketing","Rehovot, HaMerkaz, Israel",Origene Seeds breeds innovative vegetable varieties,,,http://www.origeneseeds.com/,For Profit,1,Seed,"$10,300,000",2015-10-29,Seed,"$10,300,000","Biotechnology, Sales and Marketing, Science and Engineering",Private
TAXA Biotechnologies,https://www.crunchbase.com/organization/glowing-plant,"Biotechnology, Genetics, Life Science","San Francisco, California, United States",Genetic engineering of plants for the home,info@glowingplant.com,(415)779-6333,http://www.taxa.com,For Profit,2,Seed,"$425,000",2014-07-16,Seed,"$909,000","Biotechnology, Health Care, Science and Engineering",Private
Saphetor,https://www.crunchbase.com/organization/saphetor,"Alternative Medicine, Biotechnology, Medical","Lausanne, Vaud, Switzerland",Saphetor is a personalised medicine company.,info@saphetor.com,+41215520977,http://saphetor.com,For Profit,1,Seed,"CHF1,800,000",2016-02-17,Seed,"CHF1,800,000","Biotechnology, Health Care, Science and Engineering",Private
Montage Healthcare Solutions,https://www.crunchbase.com/organization/montage-healthcare-solutions,"Analytics, Biotechnology, Data Mining, Health Care, Neuroscience, Search Engine","Philadelphia, Pennsylvania, United States",Montage Healthcare Solutions offers software solutions for data mining and performance measurement activities in the radiology sector.,customer.loyalty@nuance.com,+1 (800) 476-0013,http://montagehealthcare.com,,1,Seed,"$999,984",2012-04-13,Seed,"$999,984","Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering",Private
Pathfinder Technologies,https://www.crunchbase.com/organization/pathfinder-technologies,"Biotechnology, Health Care, Therapeutics","Nashville, Tennessee, United States",Pathfinder Therapeutics develops and delivers image guidance systems primarily designed for the abdomen.,info@2pti.com,615-783-0094,http://www.pathnav.com,,7,M&A,"$50,000",2014-02-27,Seed,"$7,476,374","Biotechnology, Health Care, Science and Engineering",Private
