Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Advaxis,https://www.crunchbase.com/organization/advaxis-inc,"Biotechnology, Health Diagnostics, Pharmaceutical","Princeton, New Jersey, United States",Advaxis is a clinical-stage biotechnology company developing immunotherapies for cancer and infectious diseases.,mayes@advaxis.com,609-452-9813,http://www.advaxis.com,For Profit,10,IPO,"$30,000,000",2016-08-17,Post-IPO Equity,"$128,537,423","Biotechnology, Health Care, Science and Engineering",Public
Five Prime Therapeutics,https://www.crunchbase.com/organization/five-prime-therapeutics,"Biotechnology, Health Care, Medical","San Francisco, California, United States",FivePrime is dis­cov­er­ing and devel­op­ing novel ther­a­peu­tic pro­teins and anti­bod­ies,business.development@fiveprime.com,(415)365-5600,http://www.fiveprime.com,For Profit,7,IPO,"$21,040,488",2014-03-26,Post-IPO Equity,"$155,040,487","Biotechnology, Health Care, Science and Engineering",Public
Global Blood Therapeutics,https://www.crunchbase.com/organization/global-blood-therapeutics,"Biotechnology, Genetics, Medical, Therapeutics","San Francisco, California, United States","GBT is a clinical-stage biopharmaceutical company developing its lead product candidate, voxelotor, as a therapy for sickle cell disease.",info@gbt.com,650-741-7700,http://www.gbt.com/,,2,IPO,"$48,000,000",2015-01-06,Series B,"$88,700,000","Biotechnology, Health Care, Science and Engineering",Public
Masimo,https://www.crunchbase.com/organization/masimo,"Biotechnology, Manufacturing, Medical Device","Irvine, California, United States","Masimo Corporation, a medical technology company, develops, manufactures, and markets noninvasive patient monitoring products.",tech@masimo.com,9492977099,http://www.masimo.com,,3,IPO,,2017-08-26,Post-IPO Equity,"$4,950,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Nevro,https://www.crunchbase.com/organization/nevro,"Biotechnology, Health Diagnostics, Pharmaceutical","Menlo Park, California, United States",Nevro provides pain relief solutions for patients suffering from low back pain and other types of chronic pain.,info@nevrocorp.com,6504333206,http://www.nevro.com,For Profit,6,IPO,"$172,500,000",2016-06-15,Post-IPO Debt,"$355,750,000","Biotechnology, Health Care, Science and Engineering",Public
Horizon Discovery,https://www.crunchbase.com/organization/horizon-discovery,"Biopharma, Biotechnology, Genetics, Health Diagnostics","Cambridge, Cambridgeshire, United Kingdom","Horizon supplies genetically-defined cell lines, in vivo models, reference standards & contract research services to academia & biopharma",info@horizondiscovery.com,+44 1223 655580,http://www.horizondiscovery.com,For Profit,5,IPO,"£6,900,000",2013-06-03,Series C,"$50,317,311","Biotechnology, Health Care, Science and Engineering",Public
Quality Systems,https://www.crunchbase.com/organization/quality-systems,"Biotechnology, Health Care, Medical","Irvine, California, United States",Quality Systems develops healthcare information systems that automate medical and dental practices.,qsi@qsii.com,(970) 848-5115,http://www.qsii.com,For Profit,3,IPO,"$300,000,000",2018-04-02,Post-IPO Debt,"$323,394,037","Biotechnology, Health Care, Science and Engineering",Public
Abbott,https://www.crunchbase.com/organization/abbott,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical, Venture Capital","Des Plaines, Illinois, United States",Abbott is a genomic disease management company that develops and markets clinical laboratory products.,webmaster@abbott.com,(224) 667-6100,http://www.abbott.com,For Profit,2,IPO,"$100,000",2011-03-15,Debt Financing,"$6,790,000","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",Public
Ardelyx,https://www.crunchbase.com/organization/ardelyx,"Biotechnology, Health Care, Medical","Fremont, California, United States",Ardelyx develops novel oral therapeutics to treat mineral metabolism and metabolic disorders.,info@ardelyx.com,510) 745-1700,http://www.ardelyx.com,For Profit,6,IPO,"$50,000,000",2018-05-21,Post-IPO Debt,"$298,875,321","Biotechnology, Health Care, Science and Engineering",Public
Kala Pharmaceuticals,https://www.crunchbase.com/organization/kala-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Waltham, Massachusetts, United States",Kala Pharmaceuticals develops novel treatments for diseases that affect mucosal tissues.,info@kalarx.com,1(781) 996-5252,http://www.kalarx.com,For Profit,6,IPO,"$68,000,000",2016-04-13,Series C,"$114,243,205","Biotechnology, Health Care, Science and Engineering",Public
Jounce Therapeutics,https://www.crunchbase.com/organization/jounce-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States",Jounce Therapeutics is developing cancer immune-therapies to harness the immune system to attack cancerous cells and tumors.,m2@2x.png,617-585-2000,http://www.jouncetx.com,For Profit,2,IPO,"$56,000,000",2015-04-23,Series B,"$103,000,000","Biotechnology, Health Care, Science and Engineering",Public
BioAmber,https://www.crunchbase.com/organization/bioamber,"Biotechnology, Chemical, GreenTech","Plymouth, Minnesota, United States",BioAmber is a sustainable chemicals firm combining biotechnology and chemical catalysis to convert renewable feedstock into chemicals.,info@bio-amber.com,(514)844-8000,http://www.bio-amber.com,For Profit,8,IPO,"CA$10,000,000",2016-04-26,Debt Financing,"$155,551,113","Biotechnology, Science and Engineering, Sustainability",Public
Selecta Biosciences,https://www.crunchbase.com/organization/selecta-biosciences,"Biopharma, Biotechnology, Pharmaceutical","Watertown, Massachusetts, United States","Selecta Biosciences, a biopharmaceutical company, develops nanoparticle immunomodulatory drugs for the treatment and prevention of diseases.",info@selectabio.com,(617) 923-1400,http://www.selectabio.com,For Profit,12,IPO,"$4,999,984",2016-12-14,Post-IPO Equity,"$187,042,290","Biotechnology, Health Care, Science and Engineering",Public
Galapagos,https://www.crunchbase.com/organization/galapagos,"Biopharma, Biotechnology, Clinical Trials, Medical","Mechelen-bovelingen, Limburg, Belgium",Galapagos is a clinical stage biotech company focused on developing novel medicines.,,32 1 534 29 00,http://www.glpg.com,For Profit,10,IPO,"€2,900,000",2014-01-13,Grant,"€37,837,000","Biotechnology, Health Care, Science and Engineering",Public
OPKO Health,https://www.crunchbase.com/organization/opko-health,"Biotechnology, Health Diagnostics, Pharmaceutical","Miami, Florida, United States",Opko Health engages in the discovery and development of novel and proprietary technologies for pharmaceuticals and diagnostics.,contact@opko.com,+113055754100,http://www.opko.com,For Profit,2,IPO,"$175,000,000",2013-02-15,Post-IPO Debt,"$206,000,000","Biotechnology, Health Care, Science and Engineering",Public
Protagonist Therapeutics,https://www.crunchbase.com/organization/protagonist-therapeutics,"Biotechnology, Health Care, Medical","Brisbane, Queensland, Australia",Protagonist Therapeutics develops orally-stable peptides to treat diseases that are currently addressed by injectable antibodies.,info@protagonist-inc.com,61 7 3346 2975,http://www.protagonist-inc.com,For Profit,5,IPO,"$1,340,000",2017-05-24,Grant,"$68,340,000","Biotechnology, Health Care, Science and Engineering",Public
Spark Therapeutics,https://www.crunchbase.com/organization/spark-therapeutics,"Biotechnology, Genetics, Medical, Therapeutics","Philadelphia, Pennsylvania, United States",Spark Therapeutics is focused on the development of gene therapy.,info@sparktx.com,1(855)772-7589,http://sparktx.com,For Profit,2,IPO,"$72,800,000",2014-05-27,Series B,"$122,800,000","Biotechnology, Health Care, Science and Engineering",Public
Vericel Corp,https://www.crunchbase.com/organization/aastrom-biosciences,"Biotechnology, Life Science, Therapeutics","Ann Arbor, Michigan, United States",Vericel Corp is engaged in the development of treatments for critical cardiovascular diseases.,mail@vcel.com,(617)588-5555,http://vcel.com/,For Profit,2,IPO,"$74,800,000",2018-06-07,Post-IPO Equity,"$114,800,000","Biotechnology, Health Care, Science and Engineering",Public
Syros Pharmaceuticals,https://www.crunchbase.com/organization/syros-pharmaceuticals,"Biotechnology, Genetics, Life Science, Pharmaceutical","Watertown, Massachusetts, United States",Syros Pharmaceuticals is a life sciences company that is focused on treating diseases by mapping gene regulatory circuits.,Infor@syros.com,(617) 744-1340,http://syros.com,For Profit,4,IPO,"$35,000,000",2017-04-26,Post-IPO Equity,"$158,000,000","Biotechnology, Health Care, Science and Engineering",Public
Bellicum Pharmaceuticals,https://www.crunchbase.com/organization/bellicum-pharmaceuticals,"Biotechnology, Health Diagnostics, Therapeutics","Houston, Texas, United States",Bellicum Pharmaceuticals develops therapeutic vaccines and immunotherapeutic approaches to treat cancer and chronic infectious diseases.,info@bellicum.com,(832) 384-1100,http://www.bellicum.com,For Profit,11,IPO,"$17,000,000",2016-11-17,Grant,"$162,932,588","Biotechnology, Health Care, Science and Engineering",Public
Arena Pharmaceuticals,https://www.crunchbase.com/organization/arena-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","San Diego, California, United States","Arena Pharmaceuticals is focused on delivering solutions for cardiovascular, central nervous system, inflammatory and metabolic diseases.",invest@arenapharm.com,858-453-7200,http://www.arenapharm.com,,5,IPO,"$79,400,000",2017-04-24,Post-IPO Equity,"$334,660,000","Biotechnology, Health Care, Science and Engineering",Public
MEI Pharma,https://www.crunchbase.com/organization/mei-pharma,"Biopharma, Biotechnology, Medical","San Diego, California, United States",MEI Pharma is a San Diego-based oncology company focused on the clinical development of novel therapies for cancer.,meiinformation@meipharma.com,858-792-6300,http://www.meipharma.com,,2,IPO,"$75,000,000",2018-05-15,Post-IPO Equity,"$76,113,344","Biotechnology, Health Care, Science and Engineering",Public
Charles River Laboratories International,https://www.crunchbase.com/organization/charles-river-laboratories-international,"Biotechnology, Health Care, Pharmaceutical","Wilmington, Massachusetts, United States","Charles River Laboratories International provides research models, and outsourced preclinical services for the accelerated R&D of drugs.",,(781)222-6000,http://www.criver.com,For Profit,1,IPO,"$34,000,000",2011-09-29,Grant,"$34,000,000","Biotechnology, Health Care, Science and Engineering",Public
Agios Pharmaceuticals,https://www.crunchbase.com/organization/agios-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States",Agios Pharmaceuticals is a biopharmaceutical company discovering and developing therapeutics for cancer metabolism.,info@agios.com,(617) 649-8600,http://www.agiospharmaceuticals.com,For Profit,4,IPO,"$78,000,000",2011-11-17,Series C,"$119,823,937","Biotechnology, Health Care, Science and Engineering",Public
Verastem,https://www.crunchbase.com/organization/verastem,"Biopharma, Biotechnology, Health Care","Boston, Massachusetts, United States",Verastem is a biopharmaceutical company focused on discovering and developing novel drugs that selectively target cancer stem cells.,info@verastem.com,6178520059,http://www.verastem.com,For Profit,4,IPO,"$2,000,000",2012-07-19,Venture - Series Unknown,"$70,000,000","Biotechnology, Health Care, Science and Engineering",Public
Biocept,https://www.crunchbase.com/organization/biocept,"Biotechnology, Health Care, Health Diagnostics","San Diego, California, United States",Biocept employs cell separation technology to develop a class of diagnostic assays for the early detection and diagnosis of cancer.,info@biocept.com,858-320-8200,http://www.biocept.com,For Profit,8,IPO,"$14,800,000",2018-01-30,Post-IPO Equity,"$43,202,999","Biotechnology, Health Care, Science and Engineering",Public
Alimera Sciences,https://www.crunchbase.com/organization/alimera-sciences,"Biotechnology, Health Care, Medical","Alpharetta, Georgia, United States","Alimera Sciences is a biopharmaceutical company that researches, develops and commercializes prescription ophthalmic pharmaceuticals.",customerservice@alimerasciences.com,678-990-5740,http://www.alimerasciences.com,For Profit,8,IPO,"$26,500,000",2016-08-17,Post-IPO Equity,"$232,550,000","Biotechnology, Health Care, Science and Engineering",Public
Aeglea BioTherapeutics,https://www.crunchbase.com/organization/aeglea-biotherapeutics,"Biotechnology, Health Care, Therapeutics","Austin, Texas, United States","Aeglea BioTherapeutics Holdings, LLC develops drugs for the treatment of tumors. The company was incorporated in 2013 and is based in Texas.",info@aegleabio.com,(512)942-2935,http://aegleabio.com,For Profit,2,IPO,"$44,000,000",2015-03-23,Series B,"$56,000,000","Biotechnology, Health Care, Science and Engineering",Public
Dermira,https://www.crunchbase.com/organization/dermira,"Biopharma, Biotechnology, Pharmaceutical","Menlo Park, California, United States",Dermira is a development-stage biotech company focused on developing and commercializing innovative new therapies in dermatology.,info@dermira.com,(650) 421-7200,http://www.dermira.com,For Profit,4,IPO,"$1,500,000",2016-09-12,Post-IPO Equity,"$129,500,000","Biotechnology, Health Care, Science and Engineering",Public
Rigel Pharmaceuticals,https://www.crunchbase.com/organization/rigel-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","South San Francisco, California, United States","Rigel Pharmaceuticals develops small-molecule drugs for the treatment of autoimmune diseases, cancer and metabolic diseases.",communications@rigel.com,650-624-1100,http://www.rigel.com,,2,IPO,"$130,000,000",2011-05-27,Post-IPO Equity,"$176,000,000","Biotechnology, Health Care, Science and Engineering",Public
