Organization Name,Organization Name URL,Categories,Category Groups,Description,Website,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,IPO Status
RondinX,https://www.crunchbase.com/organization/rondinx,"Bioinformatics, Biotechnology, Pharmaceutical","Biotechnology, Data and Analytics, Health Care, Science and Engineering",RondinX builds a drug discovery platform that develops solutions in the microbiome therapeutic and companion diagnostic spaces.,http://www.rondinx.com,1,M&A,"$2,500,000 ",3/1/16,Seed,"$2,500,000 ",Private
Roslin Technologies,https://www.crunchbase.com/organization/roslin-technologies,"Agriculture, Bioinformatics, Biopharma, Biotechnology, Genetics, Veterinary","Agriculture and Farming, Biotechnology, Data and Analytics, Health Care, Science and Engineering",A UK-based agriculture biotechnology company,http://roslintech.co.uk/,1,Seed,"$12,500,000 ",4/4/17,Seed,"$12,500,000 ",Private
LabFellows,https://www.crunchbase.com/organization/lab-fellows,"Biotechnology, Life Science, Logistics, Procurement, Software","Biotechnology, Science and Engineering, Software, Transportation",LabFellows is the integrated lab management platform.,http://labfellows.com/,4,Seed,,5/1/17,Seed,"$350,000 ",Private
Octave Bioscience,https://www.crunchbase.com/organization/octave-bioscience,Biotechnology,"Biotechnology, Science and Engineering",Octave Bioscience an early stage molecular diagnostics company focused on neurodegenerative diseases and conditions.,,1,Seed,"$2,500,000 ",9/13/17,Seed,"$2,500,000 ",Private
CoreBiome,https://www.crunchbase.com/organization/corebiome,Biotechnology,"Biotechnology, Science and Engineering","Provides fast, accurate genomic profiles of microbial communities to customers in pharmaceutical, agriculture, and academic research.",https://www.corebiome.com,1,Seed,"$800,000 ",7/10/17,Seed,"$800,000 ",Private
Demetrix,https://www.crunchbase.com/organization/demetrix,Biotechnology,"Biotechnology, Science and Engineering",Manufactures natural medicines using synthesis biology .,https://demetrixbio.com,1,Seed,"$4,000,000 ",9/5/17,Seed,"$4,000,000 ",Private
BeeFlow,https://www.crunchbase.com/organization/beeflow,"Agriculture, Biotechnology, Natural Resources, Sustainability","Agriculture and Farming, Biotechnology, Natural Resources, Science and Engineering, Sustainability",BeeFlow develops smart and strong bees for crop pollination. ,http://www.beeflow.co,2,Seed,"$250,000 ",12/19/17,Seed,"$450,000 ",Private
Keen Eye Technologies,https://www.crunchbase.com/organization/keen-eye-technologies,"Analytics, Biotechnology, Medical Device","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Keen Eye brings you a complete framework to analyze and review your whole slide images everywhere,http://www.keeneye.tech/,1,Seed,"€1,500,000",12/12/16,Seed,"€1,500,000",Private
Insitome,https://www.crunchbase.com/organization/insitome,"Biotechnology, Genetics, Mobile Apps","Apps, Biotechnology, Health Care, Mobile, Science and Engineering, Software",Insitome uncovers your personal genomic story.,http://www.insito.me,1,Seed,"$3,000,000 ",3/13/17,Seed,"$3,000,000 ",Private
Repairogen,https://www.crunchbase.com/organization/repairogen,"Beauty, Biotechnology, Cosmetic Surgery, Cosmetics","Biotechnology, Consumer Goods, Health Care, Science and Engineering","Repairogen employs proprietary DNA-repair technologies to create advanced, scientifically-proven skincare products. ",http://www.repairogen.com,2,Seed,"$1,000,000 ",9/16/17,Seed,"$1,460,000 ",Private
Biospatial,https://www.crunchbase.com/organization/biospatial,"Biotechnology, Health Care, Information Services, Software","Biotechnology, Health Care, Information Technology, Science and Engineering, Software",A company building a national collaborative to provide early warning of health events and trends.,http://www.biospatial.io,1,Seed,"$1,114,780 ",6/18/18,Seed,"$1,114,780 ",Private
MedCity News,https://www.crunchbase.com/organization/medcity-news,"Biotechnology, Health Care, News","Biotechnology, Content and Publishing, Health Care, Media and Entertainment, Science and Engineering","MedCity News provides breaking news and analysis on healthcare-related startups, personalities, policies, and important deals.",http://www.medcitynews.com,3,Seed,"$250,000 ",8/31/12,Seed,"$560,000 ",Private
Nivien Therapeutics,https://www.crunchbase.com/organization/nivien-therapeutics,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Nivien Therapeutics is developing the first small molecule drugs to enhance both chemo and immunotherapies. ,http://www.nivientherapeutics.com,1,Seed,"$600,000 ",12/1/17,Seed,"$600,000 ",Private
Origene Seeds,https://www.crunchbase.com/organization/origene-seeds-ltd,"Biotechnology, Chemical, Marketing","Biotechnology, Sales and Marketing, Science and Engineering",Origene Seeds breeds innovative vegetable varieties,http://www.origeneseeds.com/,1,Seed,"$10,300,000 ",10/29/15,Seed,"$10,300,000 ",Private
TAXA Biotechnologies,https://www.crunchbase.com/organization/glowing-plant,"Biotechnology, Genetics, Life Science","Biotechnology, Health Care, Science and Engineering",Genetic engineering of plants for the home,http://www.taxa.com,2,Seed,"$425,000 ",7/16/14,Seed,"$909,000 ",Private
Saphetor,https://www.crunchbase.com/organization/saphetor,"Alternative Medicine, Biotechnology, Medical","Biotechnology, Health Care, Science and Engineering",Saphetor is a personalised medicine company.,http://saphetor.com,1,Seed,"CHF1,800,000",2/17/16,Seed,"CHF1,800,000",Private
Montage Healthcare Solutions,https://www.crunchbase.com/organization/montage-healthcare-solutions,"Analytics, Biotechnology, Data Mining, Health Care, Neuroscience, Search Engine","Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering",Montage Healthcare Solutions offers software solutions for data mining and performance measurement activities in the radiology sector.,http://montagehealthcare.com,1,Seed,"$999,984 ",4/13/12,Seed,"$999,984 ",Private
Pathfinder Technologies,https://www.crunchbase.com/organization/pathfinder-technologies,"Biotechnology, Health Care, Therapeutics","Biotechnology, Health Care, Science and Engineering",Pathfinder Therapeutics develops and delivers image guidance systems primarily designed for the abdomen.,http://www.pathnav.com,7,M&A,"$50,000 ",2/27/14,Seed,"$7,476,374 ",Private
Nextbiotics,https://www.crunchbase.com/organization/nextbiotics,Biotechnology,"Biotechnology, Science and Engineering",Nextbiotics is a biotechnology platform that engineers viruses for good.,https://www.next-biotics.com,1,Seed,"$100,000 ",1/26/18,Seed,"$100,000 ",Private
Oncolinx,https://www.crunchbase.com/organization/oncolinx,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",Oncolinx is developing antibody-drug conjugates.,https://www.oncolinx.com/,3,Seed,"$1,000,000 ",10/27/16,Seed,"$1,057,283 ",Private
Pine Biotech,https://www.crunchbase.com/organization/pine-biotech,"Analytics, Big Data, Bioinformatics, Biotechnology","Biotechnology, Data and Analytics, Science and Engineering",Pine Biotech brings computational big-data analysis tools to the Agrotech and Biotech industries to address industry-specific challenges.,http://pine-biotech.com,1,Seed,"$1,025,000 ",6/20/17,Seed,"$1,025,000 ",Private
Cellestia Biotech,https://www.crunchbase.com/organization/cellestia-biotech,"Biopharma, Biotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering",Cellestia is a bio-pharmaceutical company with strategic focus on anti-cancer drugs modulating the NOTCH signaling pathway.,http://cellestiabiotech.com/,2,Seed,"CHF8,000,000",1/26/17,Seed,"CHF8,000,000",Private
JuiceInnov8,https://www.crunchbase.com/organization/juiceinnov8,"Biotechnology, Food Processing","Biotechnology, Food and Beverage, Science and Engineering",Sugar reduction technology for juice producers to build better & healthier juice with less natural sugar & lower calories,http://www.juiceinnov8.com,3,Seed,"$500,000 ",4/25/17,Seed,"$550,000 ",Private
Scaled Biolabs,https://www.crunchbase.com/organization/scaled-biolabs,"Analytics, Biotechnology","Biotechnology, Data and Analytics, Science and Engineering","Scaled Biolabs accelerates discovery and development of cell therapies, leveraging microfluidics, automation and machine learning.",http://www.scaledbiolabs.com/,4,Seed,,10/11/17,Seed,"$907,528 ",Private
Geneticure,https://www.crunchbase.com/organization/geneticure,"Biotechnology, Health Care, Health Diagnostics, Personal Health, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","Geneticure is a personalized medicine company that develops Pharmacogenomic tests to control large, chronic diseases faster than trial/error",https://geneticure.com/,2,Seed,"$250,000 ",10/12/16,Seed,"$1,115,000 ",Private
Abide Therapeutics,https://www.crunchbase.com/organization/abide-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Abide Therapeutics is a pharmaceutical company developing serine hydrolase inhibitors.,http://abidetx.com,1,Seed,"$2,250,180 ",11/18/11,Seed,"$2,250,180 ",Private
Prevacus,https://www.crunchbase.com/organization/prevacus,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Prevacus is a drug development company working on the prevention and treatment of mild traumatic brain injury (mTBI) or concussion.,http://prevacus.com,2,Seed,,2/28/13,Seed,"$1,658,000 ",Private
Padinmotion,https://www.crunchbase.com/organization/padinmotion,"Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering",Padinmotion leverages the power of tablet technologies to develop patient engagement systems.,http://padinmotion.com,4,Seed,,9/15/17,Seed,"$380,000 ",Private
Aptalis Pharma,https://www.crunchbase.com/organization/aptalis,"Biotechnology, Developer Platform, Therapeutics","Biotechnology, Health Care, Science and Engineering, Software",Aptalis Pharma develops and markets therapies for the treatment of gastrointestinal diseases and disorders.,http://www.aptalispharma.com,1,M&A,"$170,466 ",9/2/11,Seed,"$170,466 ",Private
 Veana Therapeutics,https://www.crunchbase.com/organization/veana-therapeutics,Biotechnology,"Biotechnology, Science and Engineering",A Biotechnology Company based in Oregon.,https://www.veana-therapeutics.com/,1,Seed,"$542,000 ",5/29/18,Seed,"$542,000 ",Private
EnobraQ ,https://www.crunchbase.com/organization/enobraq,"Biotechnology, Chemical","Biotechnology, Science and Engineering",EnobraQ is a Toulouse-based biotechnology company.,https://enobraq.fr/,1,Seed,"€2,900,000",4/10/18,Seed,"€2,900,000",Private
ClostraBio,https://www.crunchbase.com/organization/clostrabio,Biotechnology,"Biotechnology, Science and Engineering","ClostraBio, a startup developing a drug that can prevent allergic reactions to food.",http://www.clostrabio.com,2,Seed,"$3,500,000 ",1/9/18,Seed,"$3,540,000 ",Private
Ecovia Renewables Inc.,https://www.crunchbase.com/organization/ecovia-renewables-inc,"Advanced Materials, Biotechnology","Biotechnology, Manufacturing, Science and Engineering","We offer an affordable, biobased & functional alternative to conventional acrylate & acrylamide polymers.",https://www.ecoviarenewables.com,1,Seed,"$1,000,000 ",4/6/18,Seed,"$1,000,000 ",Private
ZBiotics,https://www.crunchbase.com/organization/zbiotics,"Biotechnology, Nutraceutical","Biotechnology, Health Care, Science and Engineering",ZBiotics is a synthetic biology company that bioengineers probiotic bacteria for nutraceutical and other applications.,http://www.zbiotics.com/,1,Seed,"$120,000 ",1/4/18,Seed,"$120,000 ",Private
Nuclea Biotechnologies,https://www.crunchbase.com/organization/nuclea-biotechnologies,"Biotechnology, Health Care, Health Diagnostics","Biotechnology, Health Care, Science and Engineering",Nuclea is a translational medicine company dedicated to the discovery of proprietary biomarkers and in vitro companion diagnostic assays.,http://www.nucleabio.com,8,Seed,"$1,066,970 ",2/20/13,Seed,"$27,650,420 ",Private
NeXtGen Biologics,https://www.crunchbase.com/organization/nextgen-biologics,"Biotechnology, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",NeXtGen is a medical device company specializing in manufacturing ECM biomaterial products.,http://nextgenbiologics.com,2,Seed,"$1,275,000 ",1/28/16,Seed,"$1,775,000 ",Private
AesculaTech,https://www.crunchbase.com/organization/aesculatech,"Biopharma, Biotechnology, Medical Device","Biotechnology, Health Care, Science and Engineering","AesculaTech is a biomedical startup creating a new, more patient-friendly drug delivery system.",https://www.aesculatech.io/,1,Seed,"$120,000 ",1/4/18,Seed,"$120,000 ",Private
Axol Bioscience Ltd.,https://www.crunchbase.com/organization/axol-bioscience-ltd,"Biopharma, Biotechnology, Medical","Biotechnology, Health Care, Science and Engineering",Axol Bioscience sells live human cell cultures and provides services such as genome editing to researchers.,https://www.axolbio.com,2,Seed,"£2,500,000",8/16/17,Seed,"£3,471,000",Private
BiogeniQ,https://www.crunchbase.com/organization/biogeniq,"Big Data, Biotechnology, Genetics, Health Care, Personal Health","Biotechnology, Data and Analytics, Health Care, Science and Engineering",BiogeniQ helps people optimize their nutrition and medication based on their genetic composition.,http://biogeniq.ca/,2,Seed,"$600,000 ",3/1/15,Seed,"$980,000 ",Private
iMicrobes,https://www.crunchbase.com/organization/industrial-microbes,"Biotechnology, Chemical","Biotechnology, Science and Engineering",iMicrobes Upgrades Natural Gas To Chemicals Using Synthetic Biology,http://imicrobes.com,2,Seed,,6/15/15,Seed,"$120,000 ",Private
